word,meaning,proposed_domain,confidence,reason
"born","出世（bear的过去分词） | 天生的 | (Born)人名；(柬)邦；(英、西、俄、捷、德、瑞典、匈)博恩 | v. 出世（bear的过去分词） | adj. 天生的 | a. 出生","expression","0.2","keyword rule did not produce a confident match"
"progress","进步，发展；前进 | 前进，进步；进行 | n. 进步，发展；前进 | vi. 前进，进步；进行 | n.进步,上进vi.进展,进行","economy","0.2","keyword rule did not produce a confident match"
"zebra","n. 斑马 | [脊椎] 斑马 | 有斑纹的 | adj. 有斑纹的","control","0.2","keyword rule did not produce a confident match"
"nurse","看护，护理；照顾；培养；给…喂奶 | 护士；奶妈，保姆 | vt. 看护，护理；照顾；培养；给…喂奶 | vi. 照料，护理；喂奶；当保姆 | n. 护士；奶妈，保姆 | n. 护士；保育员","action","0.2","keyword rule did not produce a confident match"
"promise","许诺，允诺；希望 | 允诺，许诺；给人以…的指望或希望 | n. 许诺，允诺；希望 | vt. 允诺，许诺；给人以…的指望或希望 | vi. 许诺；有指望，有前途 | n.& vi. 答应，允诺","quantity","0.2","keyword rule did not produce a confident match"
"girl","女孩；姑娘，未婚女子；女职员，女演员；（男人的）女朋友 | n. 女孩；姑娘，未婚女子；女职员，女演员；（男人的）女朋友 | n. （捷）吉尔 | n. 女孩","time","0.2","keyword rule did not produce a confident match"
"traffic","交通；运输；贸易；[通信] 通信量 | 用…作交换；在…通行 | n. 交通；运输；贸易； 通信量 | vt. 用…作交换；在…通行 | vi. 交易，买卖 | n. 交通，来往车辆","change","0.2","keyword rule did not produce a confident match"
"risk","风险；危险；冒险 | 冒…的危险 | n. 风险；危险；冒险 | vt. 冒…的危险 | n./ v. 危险，风险，冒险 | 危险，风险；引起危险的事物 | 冒…的危险， 使遭受危险","economy","0.2","keyword rule did not produce a confident match"
"top","顶部，顶端；上部；首席；陀螺 | 高出，超越；结束；达到顶点 | 最高的，顶上的；头等的 | n. 顶部，顶端；上部；首席；陀螺 | adj. 最高的，顶上的；头等的 | vt. 超越，超过；给…加盖；达到…的顶端 | vi. 高出，超越；结束；达到顶点 | n. 顶部,（物体的）上面","change","0.2","keyword rule did not produce a confident match"
"candy","用糖煮；使结晶为砂糖；美化 | 糖果（等于sweets）；冰糖（等于sugar candy，rock candy）；毒品 | 新潮的（服饰）；甜言蜜语的 | n. 糖果（等于sweets）；冰糖（等于sugar candy，rock candy）；毒品 | adj. 新潮的（服饰）；甜言蜜语的 | vt. 用糖煮；使结晶为砂糖；美化 | vi. 糖煮；成为结晶 | n. 糖果 | 糖果","quantity","0.2","keyword rule did not produce a confident match"
"west","西；西方；西部 | 西方的；朝西的 | 在西方；向西方；自西方 | n. 西；西方；西部 | adj. 西方的；朝西的 | adv. 在西方；向西方；自西方 | a. (在)西；向西,从西来的 ad. 在西方,向西方 n.西部；西方","state","0.2","keyword rule did not produce a confident match"
"shoulder","肩，肩膀；肩部 | 肩负，承担 | n. 肩，肩膀；肩部 | vi. 用肩推挤，用肩顶 | vt. 肩负，承担 | n. 肩膀,(道路的)路肩","judgment","0.2","keyword rule did not produce a confident match"
"successful","成功的；一帆风顺的 | adj. 成功的；一帆风顺的 | a. 成功的,有成就的","society","0.2","keyword rule did not produce a confident match"
"dinner","晚餐，晚宴；宴会；正餐 | n. 晚餐，晚宴；宴会；正餐 | n. 正餐，宴会","control","0.2","keyword rule did not produce a confident match"
"education","教育；培养；教育学 | n. 教育；培养；教育学 | n. 教育，培养","society","0.2","keyword rule did not produce a confident match"
"war","战争，斗争；军事，战术；冲突，对抗，竞争 | 打仗，作战；对抗 | n. 战争，斗争；军事，战术；冲突，对抗，竞争 | vi. 打仗，作战；对抗 | n. 战争","judgment","0.2","keyword rule did not produce a confident match"
"deep","深处；深渊 | 深的；低沉的；深奥的 | 深入地；深深地；迟 | n. 深处；深渊 | adj. 深的；低沉的；深奥的 | adv. 深入地；深深地；迟 | a. 深 ad. 深；深厚","judgment","0.2","keyword rule did not produce a confident match"
"watermelon","n. 西瓜 | 西瓜","judgment","0.2","keyword rule did not produce a confident match"
"duck","鸭子；鸭肉；（英）宝贝儿；零分 | 闪避；没入水中 | n. 鸭子；鸭肉；（英）宝贝儿；零分 | vt. 躲避；猛按…入水 | vi. 闪避；没入水中 | n. 鸭子","change","0.2","keyword rule did not produce a confident match"
"forward","向前的；早的；迅速的 | 向前地；向将来 | 促进；转寄；运送 | 前锋 | n. 前锋 | adj. 向前的；早的；迅速的 | adv. 向前地；向将来 | vt. 促进；转寄；运送 | ad.将来.今后.向前，前进","expression","0.2","keyword rule did not produce a confident match"
"climb","爬；攀登；上升 | 爬；攀登 | n. 爬；攀登 | vi. 爬；攀登；上升 | vt. 爬；攀登；上升 | v. 爬，攀登","change","0.2","keyword rule did not produce a confident match"
"immediately","立即，立刻；直接地 | 一…就 | conj. 一…就 | adv. 立即，立刻；直接地 | ad. 立即 | 立即， 马上； 直接地， 紧接地","society","0.2","keyword rule did not produce a confident match"
"chess","国际象棋，西洋棋 | n. 国际象棋，西洋棋 | n. 棋","judgment","0.2","keyword rule did not produce a confident match"
"lamb","羔羊，小羊；羔羊肉 | 生小羊，产羔羊 | n. 羔羊 | 羔羊， 小羊； 羔羊肉","control","0.2","keyword rule did not produce a confident match"
"plenty","丰富，大量；充足 | 足够的，很多的 | 足够 | n. 丰富，大量；充足 | adj. 足够的，很多的 | adv. 足够 | n. 充足，大量","society","0.2","keyword rule did not produce a confident match"
"car","汽车；车厢 | n. 汽车；车厢 | n. 汽车，小卧车","time","0.2","keyword rule did not produce a confident match"
"tidy","整齐的；相当大的 | 整理；收拾；弄整齐 | 椅子的背罩 | n. 椅子的背罩 | adj. 整齐的；相当大的 | vi. 整理；收拾 | vt. 整理；收拾；弄整齐 | a. 整洁的，干净的 vt. 弄整洁，弄干净 | 整洁的，整齐的 | 整洁， 整齐","time","0.2","keyword rule did not produce a confident match"
"pink","粉红色；化身，典范；石竹花；头面人物 | 扎，刺，戳；使…变粉红色；使…面红耳赤 | 粉红的；比较激进的；石竹科的；脸色发红的 | n. 粉红色；化身，典范；石竹花；头面人物 | adj. 粉红的；比较激进的；石竹科的；脸色发红的 | vt. 扎，刺，戳；使…变粉红色；使…面红耳赤 | vi. 变粉红色 | a. 粉红色的","relation","0.2","keyword rule did not produce a confident match"
"certain","某一；必然的；确信；无疑的；有把握的 | 某些；某几个 | (Certain)人名；(葡)塞尔塔因；(法)塞尔坦 | adj. 某一；必然的；确信；无疑的；有把握的 | pron. 某些；某几个 | a. （未指明真实名称的）某…；确定的，无疑的；一定会…","time","0.2","keyword rule did not produce a confident match"
"necessary","必要的；必需的；必然的 | 必需品 | adj. 必要的；必需的；必然的 | n. 必需品 | a. 必需的，必要的","expression","0.2","keyword rule did not produce a confident match"
"bridge","桥；桥牌；桥接器；船桥 | 架桥；渡过 | n. 桥；桥牌；桥接器；船桥 | vt. 架桥；渡过 | n. 桥","economy","0.2","keyword rule did not produce a confident match"
"level","水平；标准；水平面 | 水平的；平坦的；同高的 | 瞄准；拉平；变得平坦 | n. 水平；标准；水平面 | adj. 水平的；平坦的；同高的 | vi. 瞄准；拉平；变得平坦 | vt. 使同等；对准；弄平 | n. 水平线，水平","society","0.2","keyword rule did not produce a confident match"
"son","儿子；孩子（对年轻人的称呼）；男性后裔 | n. 儿子；孩子（对年轻人的称呼）；男性后裔 | n. 儿子","cognition","0.2","keyword rule did not produce a confident match"
"pie","馅饼；饼图；爱说话的人 | 使杂乱 | n. 甜馅饼","judgment","0.2","keyword rule did not produce a confident match"
"population","人口；[生物] 种群，[生物] 群体；全体居民 | n. 人口； 种群， 群体；全体居民 | n. 人口，人数","state","0.2","keyword rule did not produce a confident match"
"care","关怀；照料；谨慎；忧虑 | 照顾；关心；喜爱；顾虑 | n. 关怀；照料；谨慎；忧虑 | vt. 在意；希望或喜欢 | vi. 照顾；关心；喜爱；顾虑 | n. 照料，保护；小心v. 介意……，在乎；关心","change","0.2","keyword rule did not produce a confident match"
"ugly","丑陋的；邪恶的；令人厌恶的 | adj. 丑陋的；邪恶的；令人厌恶的 | a. 丑陋的；难看的 | 丑陋的； 可怕的","action","0.2","keyword rule did not produce a confident match"
"luck","运气；幸运；带来好运的东西 | 靠运气，走运；凑巧碰上 | n. 运气；幸运；带来好运的东西 | vi. 靠运气，走运；凑巧碰上 | n. 运气，好运","quantity","0.2","keyword rule did not produce a confident match"
"close","紧密的；亲密的；亲近的 | 关；结束；使靠近 | 紧密地 | 结束 | n. 结束 | adj. 紧密的；亲密的；亲近的 | vt. 关；结束；使靠近 | vi. 关；结束；关闭 | adv. 紧密地 | a. 亲密的；近，靠近 ad. 近，靠近 vt. 关，关闭","judgment","0.2","keyword rule did not produce a confident match"
"university","大学；综合性大学；大学校舍 | n. 大学；综合性大学；大学校舍 | n. 大学","judgment","0.2","keyword rule did not produce a confident match"
"pretty","漂亮的；可爱的；优美的 | 相当地；颇 | 有吸引力的事物（尤指饰品）；漂亮的人 | n. 有吸引力的事物（尤指饰品）；漂亮的人 | adj. 漂亮的；可爱的；优美的 | adv. 相当地；颇 | a. 漂亮的，俊俏的","society","0.2","keyword rule did not produce a confident match"
"die","死亡；凋零；熄灭 | 冲模，钢模；骰子 | n. 冲模，钢模；骰子 | vi. 死亡；凋零；熄灭 | vt. 死，死于… | v. 死","judgment","0.2","keyword rule did not produce a confident match"
"round","圆；循环；一回合；圆形物 | 圆的；完全的；大概的；肥胖的 | 在周围；迂回地；朝反方向；挨个 | 完成；围捕；绕行；弄圆 | 附近；绕过；大约；在…周围 | n. 圆；循环；一回合；圆形物 | prep. 附近；绕过；大约；在…周围 | adj. 圆的；完全的；大概的；肥胖的 | vt. 完成；围捕；绕行；弄圆 | adv. 在周围；迂回地；朝反方向；挨个 | vi. 进展；变圆；环行；发胖 | ad. 转过来 prep. 环绕一周，围着 a.圆的；球形的","cognition","0.2","keyword rule did not produce a confident match"
"thirsty","口渴的，口干的；渴望的，热望的 | adj. 口渴的，口干的；渴望的，热望的 | a. 渴 | 渴的； 渴望的","quantity","0.2","keyword rule did not produce a confident match"
"free","免费的；自由的，不受约束的；[化学] 游离的 | 使自由，解放；释放 | 自由地；免费 | (Free)人名；(英)弗里 | adj. 免费的；自由的，不受约束的； 游离的 | vt. 使自由，解放；释放 | adv. 自由地；免费 | a. 自由，空闲的；免费的","time","0.2","keyword rule did not produce a confident match"
"atlantic","大西洋 | 大西洋的 | a. 大西洋的","society","0.2","keyword rule did not produce a confident match"
"ham","火腿；业余无线电爱好者；蹩脚演员 | 表演过火 | 过火的；做作的 | n. 火腿","time","0.2","keyword rule did not produce a confident match"
"comfortable","舒适的，舒服的 | 盖被 | n. 盖被 | adj. 舒适的，舒服的 | a. 舒服的；安逸的；舒服自在的","relation","0.2","keyword rule did not produce a confident match"
"silence","沉默；寂静；缄默；不谈；无声状态 | 使沉默；使安静；压制；消除噪音 | 安静！；别作声！ | n. 沉默；寂静；缄默；不谈；无声状态 | vt. 使沉默；使安静；压制；消除噪音 | int. 安静！；别作声！ | n. 安静，沉默","state","0.2","keyword rule did not produce a confident match"
"deaf","聋的 | adj. 聋的 | a. 聋的 | 聋的； 不愿听的","control","0.2","keyword rule did not produce a confident match"
"father","父亲，爸爸；神父；祖先；前辈 | 发明，创立；当…的父亲 | n. 父亲，爸爸；神父；祖先；前辈 | vt. 发明，创立；当…的父亲 | n. 父亲","time","0.2","keyword rule did not produce a confident match"
"circle","循环，周期；圆；圈子；圆形物 | 盘旋，旋转；环行 | n. 循环，周期；圆；圈子；圆形物 | vt. 画圆圈；环绕…移动 | vi. 盘旋，旋转；环行 | n. /vt. 圆圈 将…圈起来","relation","0.2","keyword rule did not produce a confident match"
"wealth","财富；大量；富有 | n. 财富；大量；富有 | n. 财产，财富 | 财富， 财产； 丰富 | 财富； 财产； 丰富 (n.)","economy","0.2","keyword rule did not produce a confident match"
"then","然后；那么；于是；当时；此外 | 那时 | 然后，当时 | conj. 然后，当时 | n. 那时 | adv. 然后；那么；于是；当时；此外 | ad. 当时,那时,然后,那么","quantity","0.2","keyword rule did not produce a confident match"
"bank","银行；岸；浅滩；储库 | 将…存入银行；倾斜转弯 | n. 银行；岸；浅滩；储库 | vt. 将…存入银行；倾斜转弯 | vi. 堆积；倾斜转弯 | n. （河海湖的）岸，堤 n. 银行","control","0.2","keyword rule did not produce a confident match"
"difficulty","困难，困境 | n. 困难，困境 | n. 困难，费力","state","0.2","keyword rule did not produce a confident match"
"ear","耳朵；穗；听觉；倾听 | （美俚）听见；抽穗 | n. 耳朵；穗；听觉；倾听 | vi. （美俚）听见；抽穗 | n.耳朵.耳状物；听力，听觉","cognition","0.2","keyword rule did not produce a confident match"
"kick","踢；反冲，朝后座 | 踢；反冲，后座力 | vt. 踢；反冲，朝后座 | n. 踢；反冲，后座力 | vi. 踢；反冲 | v.& n. 踢","time","0.2","keyword rule did not produce a confident match"
"alone","独自的；单独的；孤独的 | 独自地；单独地 | adj. 独自的；单独的；孤独的 | adv. 独自地；单独地 | a. 单独的，孤独的","quantity","0.2","keyword rule did not produce a confident match"
"proper","适当的；本身的；特有的；正派的 | 完全地 | (Proper)人名；(英、德)普罗珀 | adj. 适当的；本身的；特有的；正派的 | adv. 完全地 | a. 恰当的，合适的","control","0.2","keyword rule did not produce a confident match"
"fast","快速的，迅速的；紧的，稳固的 | 迅速地；紧紧地；彻底地 | 禁食，斋戒 | 斋戒；绝食 | n. 斋戒；绝食 | adj. 快速的，迅速的；紧的，稳固的 | adv. 迅速地；紧紧地；彻底地 | vi. 禁食，斋戒 | a. 快的，迅速的；紧密的 ad. 快地，迅速地；紧密地","time","0.2","keyword rule did not produce a confident match"
"litter","垃圾；轿，担架；一窝（动物的幼崽）；凌乱 | 乱丢；给…垫褥草；把…弄得乱七八糟 | n. 垃圾；轿，担架；一窝（动物的幼崽）；凌乱 | vt. 乱丢；给…垫褥草；把…弄得乱七八糟 | vi. 产仔；乱扔废弃物 | v. 乱丢杂物 | 乱扔废弃物 (vi.) | 乱扔东西 (vt.) | 废弃物， 被胡乱扔掉的东西； 一窝； 杂乱的东西 (n.)","cognition","0.2","keyword rule did not produce a confident match"
"water","水；海水；雨水；海域，大片的水 | 使湿；供以水；给…浇水 | n. 水；海水；雨水；海域，大片的水 | vt. 使湿；供以水；给…浇水 | vi. 加水；流泪；流口水 | n. 水v. 浇水","state","0.2","keyword rule did not produce a confident match"
"station","车站；驻地；地位；身份 | 配置；安置；驻扎 | n. 车站；驻地；地位；身份 | vt. 配置；安置；驻扎 | n. 站，所，车站；电台","relation","0.2","keyword rule did not produce a confident match"
"strawberry","草莓；草莓色 | n. 草莓；草莓色 | n. 草莓","action","0.2","keyword rule did not produce a confident match"
"afraid","害怕的；恐怕；担心的 | adj. 害怕的；恐怕；担心的 | a. 害怕的；担心","change","0.2","keyword rule did not produce a confident match"
"brain","头脑，智力；脑袋 | 猛击…的头部 | n. 头脑，智力；脑袋 | vt. 猛击…的头部 | n. 脑（子）","society","0.2","keyword rule did not produce a confident match"
"coat","外套 | 覆盖…的表面 | n. 外套 | vt. 覆盖…的表面 | n. 外套；涂层；表皮；皮毛 vt. 给……穿外套；涂上","change","0.2","keyword rule did not produce a confident match"
"none","没有人；一个也没有；没有任何东西 | 没有的，一点没有的 | 决不，一点也不 | (None)人名；(葡、罗)诺内；(日)野根(姓) | pron. 没有人；一个也没有；没有任何东西 | adj. 没有的，一点没有的 | adv. 决不，一点也不 | pron.无任何东西, 无一人","cognition","0.2","keyword rule did not produce a confident match"
"require","vt. 需要；要求；命令 | 需要；要求；命令 | vt. 需求；要求 | 需要； 要求； 命令","economy","0.2","keyword rule did not produce a confident match"
"dumpling","饺子，汤团；面团布丁 | n. 饺子，汤团；面团布丁 | n. 饺子","cognition","0.2","keyword rule did not produce a confident match"
"drop","滴；使降低；使终止；随口漏出 | 滴；落下；空投；微量；滴剂 | n. 滴；落下；空投；微量；滴剂 | vt. 滴；使降低；使终止；随口漏出 | vi. 下降；终止 | n.滴 v.掉下.落下.投递.放弃","action","0.2","keyword rule did not produce a confident match"
"almost","差不多，几乎 | adv. 差不多，几乎 | ad. 几乎，差不多","society","0.2","keyword rule did not produce a confident match"
"second","第二 | 秒；第二名；瞬间；二等品 | 支持 | 第二的；次要的；附加的 | 第二；其次；居第二位 | num. 第二 | n. 秒；第二名；瞬间；二等品 | adj. 第二的；次要的；附加的 | vt. 支持 | adv. 第二；其次；居第二位 | n.秒 num.第二a.第二的","cognition","0.2","keyword rule did not produce a confident match"
"traditional","传统的；惯例的 | 传统的， 惯例的； 口传的， 传说的 | adj. 传统的；惯例的 | a. 传统的，风俗的","change","0.2","keyword rule did not produce a confident match"
"copy","复制；复印；抄袭 | 副本；一册；摹仿 | n. 副本；一册；摹仿 | vt. 复制；复印；抄袭 | vi. 复制；复印；抄袭 | n. 抄本，副本；一本（份，册……） v. 抄写；复印；（计算机用语）拷（备 份盘）","quantity","0.2","keyword rule did not produce a confident match"
"history","历史，历史学；历史记录；来历 | n. 历史，历史学；历史记录；来历 | n. 历史，历史学","judgment","0.2","keyword rule did not produce a confident match"
"list","[计] 列表；清单；目录 | 列于表上 | n. 列表；清单；目录 | vi. 列于表上 | vt. 列出；记入名单内 | n. 一览表，清单","cognition","0.2","keyword rule did not produce a confident match"
"beyond","超过；越过；那一边；在较远的一边 | 在远处；在更远处 | 远处 | prep. (表示位置) 在…的那边 | 在更远处， 再往后 | 在…的那边，远于；迟于；越出 | 在更远处， 再往后 (adv.) | 在…的那边，远于；迟于；越出 (prep.)","action","0.2","keyword rule did not produce a confident match"
"season","时期；季节；赛季 | 给…调味；使适应 | n. 时期；季节；赛季 | vt. 给…调味；使适应 | vi. 变得成熟；变干燥 | n. 季；季节","expression","0.2","keyword rule did not produce a confident match"
"pronounce","发音；宣判；断言 | vt. 发音；宣判；断言 | vi. 发音；作出判断 | vt. 发音","expression","0.2","keyword rule did not produce a confident match"
"among","在…中间；在…之中 | prep. 在…中间；在…之中 | prep. 在…中间；在（三个以上）之间","relation","0.2","keyword rule did not produce a confident match"
"again","又，此外；再一次；再说；增加 | （英、保）阿盖恩 | adv. 又，此外；再一次；再说；增加 | n. （英、保）阿盖恩 | ad. 再一次；再，又","society","0.2","keyword rule did not produce a confident match"
"reach","达到；延伸；伸出手；传开 | 范围；延伸；河段；横风行驶 | n. 范围；延伸；河段；横风行驶 | vi. 达到；延伸；伸出手；传开 | vt. 达到；影响；抵达；伸出 | v. 到达，伸手(脚)够到","quantity","0.2","keyword rule did not produce a confident match"
"research","研究；调查 | n. 研究；调查 | vt. 研究；调查 | vi. 研究；调查 | n. 研究，调查","action","0.2","keyword rule did not produce a confident match"
"text","[计] 文本；课文；主题 | 发短信 | n. 文本；课文；主题 | vt. 发短信 | n. 文本，课文","economy","0.2","keyword rule did not produce a confident match"
"autumn","秋天；成熟期；渐衰期，凋落期 | 秋天的，秋季的 | n. 秋天；成熟期；渐衰期，凋落期 | adj. 秋天的，秋季的 | n. 秋天，秋季","judgment","0.2","keyword rule did not produce a confident match"
"fit","安装；使……适应；使……合身；与……相符 | 健康的；合适的；恰当的；准备好的 | 合身；发作；痉挛 | n. 合身；发作；痉挛 | adj. 健康的；合适的；恰当的；准备好的 | vt. 安装；使……适应；使……合身；与……相符 | vi. 符合，配合；适合；合身 | a. 健康的, 适合的 v. （使）适合，安装","quantity","0.2","keyword rule did not produce a confident match"
"quite","很；相当；完全 | adv. 很；相当；完全 | ad. 完全，十分","cognition","0.2","keyword rule did not produce a confident match"
"high","高的；高级的；崇高的；高音调的 | 高水平；天空；由麻醉品引起的快感；高压地带 | 高；奢侈地 | n. 高水平；天空；由麻醉品引起的快感；高压地带 | adj. 高的；高级的；崇高的；高音调的 | adv. 高；奢侈地 | a. 高的；高度的 ad. 高地","society","0.2","keyword rule did not produce a confident match"
"army","陆军，军队 | n. 陆军，军队 | n. 军队","economy","0.2","keyword rule did not produce a confident match"
"silly","愚蠢的；不明事理的；没头脑的 | 傻瓜 | n. 傻瓜 | adj. 愚蠢的；不明事理的；没头脑的 | a. 傻的，愚蠢的","action","0.2","keyword rule did not produce a confident match"
"airline","航空公司；航线 | 航线的 | n. 航空公司；航空系统 | 航空公司； 航线","society","0.2","keyword rule did not produce a confident match"
"than","比（用于形容词、副词的比较级之后）；除…外（用于other等之后）；与其…（用于 rather等之后）；一…就（用于 no sooner等之后） | 比；超过 | (Than)人名；(老、柬、德)坦；(缅)丹 | conj. 比（用于形容词、副词的比较级之后）；除…外（用于other等之后）；与其…（用于 rather等之后）；一…就（用于 no sooner等之后） | prep. 比；超过 | conj. 比","state","0.2","keyword rule did not produce a confident match"
"japan","日本（东亚国家名） | n. 日本（东亚国家名） | * n. 日本","judgment","0.2","keyword rule did not produce a confident match"
"captain","队长，首领；船长；上尉；海军上校 | 指挥；率领 | n. （海军）上校；船长，舰长；队长","control","0.2","keyword rule did not produce a confident match"
"whenever","每当；无论何时 | 不论何时；随便什么时候 | conj. 每当；无论何时 | adv. 不论何时；随便什么时候 | conj. 每当，无论何时","control","0.2","keyword rule did not produce a confident match"
"road","公路，马路；道路；手段 | （狗）沿臭迹追逐（猎物） | （美）巡回的 | n. 公路，马路；道路；手段 | adj. （美）巡回的 | vt. （狗）沿臭迹追逐（猎物） | n. 路，道路","relation","0.2","keyword rule did not produce a confident match"
"fourteen","十四；十四个；第十四 | 十四的记号；十四岁；十四点钟；十五世纪 | num. 十四；十四个；第十四 | n. 十四的记号；十四岁；十四点钟；十五世纪 | num. 十四","society","0.2","keyword rule did not produce a confident match"
"trip","绊倒；远足；犯错误；轻快地走 | 旅行；绊倒；差错 | n. 旅行；绊倒；差错 | vt. 绊倒；使犯错 | vi. 绊倒；远足；犯错误；轻快地走 | n. 旅行，旅程","change","0.2","keyword rule did not produce a confident match"
"bike","自行车；脚踏车 | 骑自行车（或摩托车） | n. 自行车；脚踏车 | vi. 骑自行车（或摩托车）","change","0.2","keyword rule did not produce a confident match"
"robot","机器人；遥控设备，自动机械；机械般工作的人 | n. 机器人；遥控设备，自动机械；机械般工作的人 | n. 机器人","time","0.2","keyword rule did not produce a confident match"
"sale","销售；出售；拍卖；销售额；廉价出售 | n. 销售；出售；拍卖；销售额；廉价出售 | n. 卖，出售","expression","0.2","keyword rule did not produce a confident match"
"symbol","象征；符号；标志 | n. 象征；符号；标志 | n. 象征 | 象征； 符号， 标志 | 象征； 符号， 标志 (n.)","relation","0.2","keyword rule did not produce a confident match"
"warm","温暖的；热情的 | 同情；激动；变温暖 | 取暖；加热 | n. 取暖；加热 | adj. 温暖的；热情的 | vt. 使…兴奋；使…温暖；使…感兴趣 | vi. 同情；激动；变温暖 | a. 暖和的,温暖的；热情的","state","0.2","keyword rule did not produce a confident match"
"cancer","癌症；恶性肿瘤 | r n. 癌 | 癌， 癌症； 肿瘤 | 癌， 癌症， 肿瘤 (n.)","society","0.2","keyword rule did not produce a confident match"
"there","在那里；在那边；在那点上 | 你瞧 | 那个地方 | n. 那个地方 | adv. 在那里；在那边；在那点上 | int. 你瞧 | int. 那！你瞧（表示引起注意） n. 那里，那儿 ad. 在那里，往那里；（作引导词）表”存在""","society","0.2","keyword rule did not produce a confident match"
"blood","血，血液；血统 | 从…抽血；使先取得经验 | n. 血，血液；血统 | vt. 从…抽血；使先取得经验 | n. 血，血液","cognition","0.2","keyword rule did not produce a confident match"
"separate","使分离；使分开；使分居 | 单独的；分开的；不同的；各自的； | 分开；抽印本 | n. .分开；抽印本 | adj. 单独的；分开的；不同的；各自的； | vt. 使分离；使分开；使分居 | vi. 分开；隔开；分居 | v. 使分开，使分离a. 单独的，分开的","expression","0.2","keyword rule did not produce a confident match"
"situation","情况；形势；处境；位置 | n. 情况；形势；处境；位置 | n. 形势，情况","society","0.2","keyword rule did not produce a confident match"
"yourselves","你们自己；你们本人（yourself的复数） | pron. 你们自己；你们本人（yourself的复数） | pron. 你们自己","action","0.2","keyword rule did not produce a confident match"
"nobody","无人，没有人；没有任何人 | 无名小卒；小人物 | pron. 无人，没有人；没有任何人 | n. 无名小卒；小人物 | n. 渺小人物 pron. 没有人，谁也不","change","0.2","keyword rule did not produce a confident match"
"horse","马；骑兵；脚架；海洛因 | 使骑马；系马于；捉弄 | n. 马；骑兵；脚架；海洛因 | vt. 使骑马；系马于；捉弄 | vi. 骑马；作弄人 | n. 马","action","0.2","keyword rule did not produce a confident match"
"pleasant","令人愉快的，舒适的；讨人喜欢的，和蔼可亲的 | (Pleasant)人名；(英)普莱曾特 | adj. 令人愉快的，舒适的；讨人喜欢的，和蔼可亲的 | a. 令人愉快的，舒适的","control","0.2","keyword rule did not produce a confident match"
"lock","锁，锁上；隐藏 | 锁；水闸；刹车 | vt. 锁，锁上；隐藏 | vi. 锁；锁住；卡住 | n. 锁；水闸；刹车 | n. 锁 vt. 锁，锁上","action","0.2","keyword rule did not produce a confident match"
"eraser","橡皮；擦除器；[计] 清除器 | n. 橡皮；擦除器； 清除器 | n. 橡皮擦；黑板擦","judgment","0.2","keyword rule did not produce a confident match"
"shower","淋浴；（倾泻般出现的）一阵，一大批；阵雨 | 大量地给予；把……弄湿 | n. 淋浴；（倾泻般出现的）一阵，一大批；阵雨 | vt. 大量地给予；把……弄湿 | vi. 淋浴；下阵雨 | n. 阵雨；淋浴","control","0.2","keyword rule did not produce a confident match"
"reply","回答；[法] 答辩；回击 | 回答；[法] 答辩 | n. 回答； 答辩 | vt. 回答；答复 | vi. 回答； 答辩；回击 | n. 回答，答复","control","0.2","keyword rule did not produce a confident match"
"raincoat","（美）雨衣 | n. （美）雨衣 | n. 雨衣","economy","0.2","keyword rule did not produce a confident match"
"sixth","月的第六日，（与the连用的）第六个；六分之一 | （与 the 连用）第六的，第六个的；六分之一的 | n. 月的第六日，（与the连用的）第六个；六分之一 | adj. （与 the 连用）第六的，第六个的；六分之一的 | num. 第六","society","0.2","keyword rule did not produce a confident match"
"regret","遗憾；抱歉；悲叹 | 后悔；惋惜；哀悼 | n. 遗憾；抱歉；悲叹 | vi. 感到后悔；感到抱歉 | vt. 后悔；惋惜；哀悼 | n./ vt.可惜,遗憾；痛惜；哀悼","expression","0.2","keyword rule did not produce a confident match"
"dress","给…穿衣 | 连衣裙；女装 | n. 连衣裙；女装 | vt. 给…穿衣 | vi. 穿衣 | n. 女服，连衣裙；(统指)服装；童装 v. 穿衣；穿着","action","0.2","keyword rule did not produce a confident match"
"crazy","疯狂的；狂热的，着迷的 | adj. 疯狂的；狂热的，着迷的 | a. 疯狂的","expression","0.2","keyword rule did not produce a confident match"
"ice","冰；冰淇淋；矜持；（俚）钻石 | 冰镇；结冰 | 冰的 | n. 冰；冰淇淋；矜持；（俚）钻石 | adj. 冰的 | vt. 冰镇；结冰 | vi. 结冰 | n. 冰","action","0.2","keyword rule did not produce a confident match"
"treasure","财富，财产；财宝；珍品 | 珍爱；珍藏 | n. 财富，财产；财宝；珍品 | vt. 珍爱；珍藏 | n. 金银财宝, 财富","quantity","0.2","keyword rule did not produce a confident match"
"page","页；记录；大事件，时期；男侍者 | 给…标页码 | n. 页；记录；大事件，时期；男侍者 | vt. 给…标页码 | vi. 翻书页，浏览 | n. 页，页码","action","0.2","keyword rule did not produce a confident match"
"plastic","塑料的；（外科）造型的；可塑的 | 塑料制品；整形；可塑体 | n. 塑料制品；整形；可塑体 | adj. 塑料的；（外科）造型的；可塑的 | a. 塑料的 | 塑料的；可塑的 | 塑料， 塑料制品； 信用卡","society","0.2","keyword rule did not produce a confident match"
"rain","雨；下雨；雨天；雨季 | 下雨；降雨 | n. 雨；下雨；雨天；雨季 | vt. 大量地给；使大量落下 | vi. 下雨；降雨 | n. 雨，雨水 vi. 下雨","judgment","0.2","keyword rule did not produce a confident match"
